Month,Publisher,Segment,Revenue,Network ,Platform
2018-03,ShareThis - UK ,eXelate Intent - Auto Buyers - Manufacturers - US - Ford, 3.57 ,,
2018-03,ShareThis - UK ,eXelate Intent - Auto Buyers - Manufacturers - US - GM, 2.87 ,,
2018-03,ShareThis - UK ,eXelate Intent - Auto Buyers - Make - Kia - Forte, 0.44 ,,
2018-03,ShareThis - UK ,eXelate Intent - Auto Buyers - Make - Kia - Soul, 0.51 ,,
2018-03,ShareThis - UK ,eXelate Intent - Auto Buyers - Make - Mazda - 3, 2.50 ,,
2018-03,ShareThis - UK ,eXelate Intent - Auto Buyers - Make - Kia - Optima, 0.47 ,,
2018-03,ShareThis - UK ,eXelate Intent - Auto Buyers - Make - Mazda - 6, 1.18 ,,
2018-03,ShareThis - UK ,eXelate Intent - Auto Buyers - Make - Mazda - MX- Miata, 1.52 ,,
2018-03,ShareThis - UK ,eXelate Intent - Auto Buyers - Make - Mazda - RX8, 1.52 ,,
2018-03,ShareThis - UK ,eXelate Intent - Auto Buyers - Make - Mercedes - SL Class, 0.98 ,,
2018-03,ShareThis - UK ,eXelate Intent - Auto Buyers - Make - Mercedes - SLK Class, 0.74 ,,
2018-03,ShareThis - UK ,eXelate Intent - Auto Buyers - Make - Mini - Cooper, 0.62 ,,
2018-03,ShareThis - UK ,eXelate Intent - Auto Buyers - Make - Mitsubishi - Lancer, 0.94 ,,
2018-03,ShareThis - UK ,eXelate Intent - Auto Buyers - Make - Nissan - Juke, 2.58 ,,
2018-03,ShareThis - UK ,eXelate Intent - Auto Buyers - Make - Nissan - Leaf, 0.92 ,,
2018-03,ShareThis - UK ,eXelate Intent - Auto Buyers - Make - Subaru - Outback, 1.00 ,,
2018-03,ShareThis - UK ,eXelate Intent - Auto Buyers - Make - Toyota - Yaris, 1.47 ,,
2018-03,ShareThis - UK ,eXelate Intent - Auto Buyers - Make - Toyota - Prius, 1.33 ,,
2018-03,ShareThis - UK ,eXelate Intent - Auto Buyers - Make - VW - Golf, 0.35 ,,
2018-03,ShareThis - UK ,eXelate Intent - Auto Buyers - Make - VW - Beetle, 0.19 ,,
2018-03,ShareThis - UK ,eXelate Intent - Auto Buyers - Make - Jaguar - XF, 2.43 ,,
2018-03,ShareThis - UK ,eXelate Intent - Auto Buyers - Make - Jaguar - XJ, 2.19 ,,
2018-03,ShareThis - UK ,eXelate Intent - Auto Buyers - Make - VW - Passat, 0.97 ,,
2018-03,ShareThis - UK ,eXelate Intent - Auto Buyers - Make - Porsche - boxster, 0.44 ,,
2018-03,ShareThis - UK ,eXelate Intent - Auto Buyers - Make - Fiat, 1.89 ,,
2018-03,ShareThis - UK ,eXelate Intent - Auto Buyers - Make - Audi - Q5, 1.57 ,,
2018-03,ShareThis - UK ,eXelate Intent - Auto Buyers - Make - Fiat - 500, 1.89 ,,
2018-03,ShareThis - UK ,eXelate Intent - Auto Buyers - Make - Mini - Cooper Clubman, 0.81 ,,
2018-03,ShareThis - UK ,eXelate Intent - Auto Buyers - Make - Mini - Cooper Countryman, 0.59 ,,
2018-03,ShareThis - UK ,eXelate Intent - Shopping - Retail - Sporting Goods, 0.77 ,,
2018-03,ShareThis - UK ,eXelate Intent - Shopping - Home and Garden - Furniture - Mattresse, 1.07 ,,
2018-03,ShareThis - UK ,eXelate Intent - Shopping - Personal Tech - Computers - eReaders, 0.25 ,,
2018-03,ShareThis - UK ,eXelate Intent - Services - Finance and Insurance - Mortgages, 0.80 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Cereal, 2.53 ,,
2018-03,ShareThis - UK ,eXelate Intent - Auto Buyers - Make - Chrysler - 300, 0.64 ,,
2018-03,ShareThis - UK ,eXelate Intent - Auto Buyers - Make - Citroen, 1.32 ,,
2018-03,ShareThis - UK ,eXelate Intent - Auto Buyers - Make - Alfa Romeo, 1.10 ,,
2018-03,ShareThis - UK ,eXelate Intent - Auto Buyers - Make - Dacia, 0.36 ,,
2018-03,ShareThis - UK ,eXelate Intent - Auto Buyers - Make - Nissan - 370Z, 1.63 ,,
2018-03,ShareThis - UK ,eXelate Intent - Auto Buyers - Make - Opel, 0.44 ,,
2018-03,ShareThis - UK ,eXelate Intent - Auto Buyers - Make - Peugeot, 1.23 ,,
2018-03,ShareThis - UK ,eXelate Intent - Auto Buyers - Make - Porsche - Cayman, 0.17 ,,
2018-03,ShareThis - UK ,eXelate Intent - Auto Buyers - Make - Seat, 0.28 ,,
2018-03,ShareThis - UK ,eXelate Intent - Auto Buyers - Make - Renault, 0.66 ,,
2018-03,ShareThis - UK ,eXelate Intent - Shopping - Fashion - Shoes - Sneakers, 1.50 ,,
2018-03,ShareThis - UK ,eXelate Intent - Shopping - Fashion - Shoes - Sneakers - Adidas, 0.23 ,,
2018-03,ShareThis - UK ,eXelate Intent - Shopping - Fashion - Shoes - Sneakers - Nike, 0.84 ,,
2018-03,ShareThis - UK ,eXelate Intent - Shopping - Personal Tech - Video Games - PS3, 0.82 ,,
2018-03,ShareThis - UK ,eXelate Intent - Shopping - Personal Tech - Video Games - PC, 0.60 ,,
2018-03,ShareThis - UK ,eXelate Intent - Shopping - Personal Tech - Computers - Peripherals, 0.26 ,,
2018-03,ShareThis - UK ,eXelate Intent - Shopping - Personal Tech - Car and GPS, 1.12 ,,
2018-03,ShareThis - UK ,eXelate Intent - Services - Agricultural, 0.78 ,,
2018-03,ShareThis - UK ,eXelate Intent - Services - Arts and Entertainment - Night Life, 0.67 ,,
2018-03,ShareThis - UK ,"eXelate Intent - Services - Biz , Professional Service - Event Planning", 0.77 ,,
2018-03,ShareThis - UK ,"eXelate Intent - Services - Biz , Professional Service - Financial Advisors", 0.43 ,,
2018-03,ShareThis - UK ,"eXelate Intent - Services - Biz , Professional Service - Lawyers", 0.67 ,,
2018-03,ShareThis - UK ,"eXelate Intent - Services - Biz , Professional Service - Tax Services", 0.92 ,,
2018-03,ShareThis - UK ,eXelate Intent - Services - Home and Garden - Cleaning Service, 1.19 ,,
2018-03,ShareThis - UK ,eXelate Intent - Services - Home and Garden - Electric, 1.48 ,,
2018-03,ShareThis - UK ,eXelate Intent - Services - Home and Garden - Interior Design, 1.01 ,,
2018-03,ShareThis - UK ,eXelate Intent - Services - Home and Garden - Landscape and Gardeners, 0.47 ,,
2018-03,ShareThis - UK ,eXelate Intent - Services - Home and Garden - Painters, 0.99 ,,
2018-03,ShareThis - UK ,eXelate Intent - Services - Home and Garden - Plumbing, 1.31 ,,
2018-03,ShareThis - UK ,eXelate Intent - Services - Personal Services and Care - Adult Daycare, 1.04 ,,
2018-03,ShareThis - UK ,eXelate Intent - Services - Personal Services and Care - Children Daycare, 0.81 ,,
2018-03,ShareThis - UK ,eXelate Intent - Services - Personal Services and Care - Spa and Beauty, 0.96 ,,
2018-03,ShareThis - UK ,eXelate Intent - Services - Personal Services and Care - Health Club, 0.92 ,,
2018-03,ShareThis - UK ,"eXelate Intent - Services - Real Estate, Moving, Storage - Movers", 1.23 ,,
2018-03,ShareThis - UK ,eXelate Intent - Services - Restaurants - French, 0.28 ,,
2018-03,ShareThis - UK ,eXelate Intent - Services - Restaurants - Asian, 0.67 ,,
2018-03,ShareThis - UK ,eXelate Intent - Services - Restaurants - Ice Cream and Dessert, 0.24 ,,
2018-03,ShareThis - UK ,eXelate Intent - Services - Restaurants - Italian, 0.24 ,,
2018-03,ShareThis - UK ,eXelate Intent - Services - Restaurants - American Bar and Grill, 0.84 ,,
2018-03,ShareThis - UK ,eXelate Intent - Services - Restaurants - Delicatessens, 1.04 ,,
2018-03,ShareThis - UK ,eXelate Intent - Services - Restaurants - Health and Vegan, 0.65 ,,
2018-03,ShareThis - UK ,eXelate Intent - Services - Restaurants - Popular Chains, 0.77 ,,
2018-03,ShareThis - UK ,eXelate Intent - Services - Restaurants - Latin and Spanish, 1.12 ,,
2018-03,ShareThis - UK ,eXelate Intent - Services - Telecommunications - Mobile, 1.26 ,,
2018-03,ShareThis - UK ,eXelate Intent - Services - Veterinarians, 1.04 ,,
2018-03,ShareThis - UK ,eXelate Intent - Shopping - Fashion - Apparel - Athletic, 0.57 ,,
2018-03,ShareThis - UK ,eXelate Intent - Shopping - Fashion - Apparel - Outerwear, 1.17 ,,
2018-03,ShareThis - UK ,eXelate Intent - Shopping - Home and Garden - Appliances - Energy Efficient, 0.27 ,,
2018-03,ShareThis - UK ,eXelate Intent - Shopping - Home and Garden - Appliances - Laundry, 0.32 ,,
2018-03,ShareThis - UK ,eXelate Intent - Shopping - Holiday Presents, 0.66 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Premium Brands, 0.97 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Deli, 0.90 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Baking and Cooking, 2.68 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Meat and Seafood, 0.42 ,,
2018-03,ShareThis - UK ,"eXelate Intent - CPG - Grains, Pasta and Beans", 1.58 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Condiments and Sauces, 2.02 ,,
2018-03,ShareThis - UK ,eXelate Intent - Travel - Accommodation - Four Star, 2.32 ,,
2018-03,ShareThis - UK ,eXelate Intent - Travel - Destination - Central America - Mexico, 0.44 ,,
2018-03,ShareThis - UK ,eXelate Intent - Travel - Vaction Types - Family Trips, 0.44 ,,
2018-03,ShareThis - UK ,eXelate Intent - Propensity - Personal Tech, 1.24 ,,
2018-03,ShareThis - UK ,eXelate Intent - Propensity - Retail, 2.85 ,,
2018-03,ShareThis - UK ,eXelate Intent - Propensity - Travel - Luxury, 0.51 ,,
2018-03,ShareThis - UK ,eXelate Intent - Propensity - Travel - Cruise - Family, 2.25 ,,
2018-03,ShareThis - UK ,eXelate Intent - Propensity - Travel - Resort, 0.53 ,,
2018-03,ShareThis - UK ,eXelate Intent - Propensity - Travel - Theme Park, 1.29 ,,
2018-03,ShareThis - UK ,eXelate Intent - Propensity - Travel - Cruise - Luxury, 0.19 ,,
2018-03,ShareThis - UK ,eXelate Intent - Propensity - Travel - International, 2.21 ,,
2018-03,ShareThis - UK ,eXelate Intent - Propensity - Travel - Cruise, 2.42 ,,
2018-03,ShareThis - UK ,eXelate Intent - Propensity - Travel - Resort - Four Star, 0.45 ,,
2018-03,ShareThis - UK ,eXelate Intent - Propensity - Travel - Cruise - Caribbean, 0.18 ,,
2018-03,ShareThis - UK ,eXelate Intent - Propensity - Travel - Resort - Caribbean, 0.18 ,,
2018-03,ShareThis - UK ,eXelate Intent - Propensity - Travel - International - Family, 2.13 ,,
2018-03,ShareThis - UK ,eXelate Intent - Propensity - Travel - Likely Gamblers, 1.07 ,,
2018-03,ShareThis - UK ,eXelate Intent - Propensity - Travel - EuropeTravelers, 0.52 ,,
2018-03,ShareThis - UK ,eXelate Intent - Propensity - Travel - Likely Gamblers - Las Vegas, 0.83 ,,
2018-03,ShareThis - UK ,eXelate Intent - Propensity - Travel - Latin America - Mexico, 0.44 ,,
2018-03,ShareThis - UK ,eXelate Intent - Propensity - Travel - Exotic Destination, 2.29 ,,
2018-03,ShareThis - UK ,eXelate Intent - Propensity - Retail - Luxury, 0.50 ,,
2018-03,ShareThis - UK ,eXelate Intent - Propensity - Retail - Mass Market and Discount Stores, 0.39 ,,
2018-03,ShareThis - UK ,eXelate Intent - Propensity - Retail - Children, 1.16 ,,
2018-03,ShareThis - UK ,eXelate Intent - Propensity - Retail - Upscale, 0.53 ,,
2018-03,ShareThis - UK ,eXelate Intent - Propensity - Retail - Jewelry, 0.14 ,,
2018-03,ShareThis - UK ,eXelate Intent - Propensity - Retail - Gift, 0.85 ,,
2018-03,ShareThis - UK ,eXelate Intent - Propensity - Retail - Apparel, 1.10 ,,
2018-03,ShareThis - UK ,eXelate Intent - Propensity - Personal Tech - Mobile, 1.25 ,,
2018-03,ShareThis - UK ,eXelate Intent - Propensity - Personal Tech - Mobile - Wireless Plan, 0.94 ,,
2018-03,ShareThis - UK ,eXelate Intent - Propensity - Personal Tech - Mobile - BlackBerry, 0.31 ,,
2018-03,ShareThis - UK ,eXelate Intent - Propensity - Personal Tech - Mobile - Smartphone, 0.35 ,,
2018-03,ShareThis - UK ,eXelate Intent - Propensity - Personal Tech - Mobile - iPhone, 0.47 ,,
2018-03,ShareThis - UK ,eXelate Intent - Propensity - Auto, 2.44 ,,
2018-03,ShareThis - UK ,eXelate Intent - Propensity - Auto - Loan, 0.87 ,,
2018-03,ShareThis - UK ,eXelate Intent - Propensity - Auto - Lease, 0.77 ,,
2018-03,ShareThis - UK ,eXelate Intent - Propensity - Travel, 4.33 ,,
2018-03,ShareThis - UK ,eXelate Intent - Propensity - Finance - Insurance - Life, 1.02 ,,
2018-03,ShareThis - UK ,eXelate Intent - Propensity - Finance - Insurance, 2.71 ,,
2018-03,ShareThis - UK ,eXelate Intent - Propensity - Finance - Insurance - Auto, 0.56 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Beverages - Beer and Wine, 0.97 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Beverages - Coffee, 1.70 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Beverages - Teas, 1.71 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Beverages - Carbonated Beverages, 1.33 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Brands - Pepsi, 0.50 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Brands - Coca-Cola, 0.48 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Candy and Gum, 3.22 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Cereal - Hot, 0.65 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Cereal - Ready to Eat, 0.55 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Cookies and Crackers, 2.28 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Dairy - Butter and Other Spreads, 2.40 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Dairy - Cheese, 0.61 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Dairy - Yogurt, 0.96 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Dairy - Milk, 0.76 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Dairy - Eggs, 0.97 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Health and Beauty - Eye Care, 0.93 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Health and Beauty - Hair Care, 1.14 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Health and Beauty - Fragrances, 2.65 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Health and Beauty - Oral Care, 0.59 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Health and Beauty - Shaving and Hair Removal, 0.77 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Health and Beauty - Skin Care, 1.37 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Health and Beauty - Antiperspirants and Deodorants, 1.64 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Prepared Foods, 2.06 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Health and Beauty - Cosmetics, 0.69 ,,
2018-03,ShareThis - UK ,"eXelate Intent - CPG - Spreads, Jams, and Jellies", 0.87 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Pet Supplies - Dog, 0.83 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Pet Supplies - Cat, 0.44 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Infant Care - Food and Formula, 0.59 ,,
2018-03,ShareThis - UK ,eXelate Intent - Propensity - Auto - Budget - $50K-$74K, 0.85 ,,
2018-03,ShareThis - UK ,eXelate Intent - Propensity - Auto - Budget - $75K+, 0.32 ,,
2018-03,ShareThis - UK ,eXelate Intent - Propensity - Auto - Budget - $40K-$49K, 1.10 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Health and Beauty - Toothpaste, 0.40 ,,
2018-03,ShareThis - UK ,eXelate Intent - Shopping - Retail - Luggage & Travel Accessories, 0.76 ,,
2018-03,ShareThis - UK ,eXelate Intent - Shopping - Personal Tech - DVD and BluRay Players, 0.28 ,,
2018-03,ShareThis - UK ,eXelate Intent - Finance and Insurance, 4.49 ,,
2018-03,ShareThis - UK ,eXelate Intent - Finance and Insurance - Auto Warranty, 0.89 ,,
2018-03,ShareThis - UK ,eXelate Intent - Finance and Insurance - Banking, 1.78 ,,
2018-03,ShareThis - UK ,eXelate Intent - Finance and Insurance - Insurance, 1.21 ,,
2018-03,ShareThis - UK ,eXelate Intent - Finance and Insurance - Mortgages, 1.40 ,,
2018-03,ShareThis - UK ,eXelate Intent - Finance and Insurance - Auto Insurance, 0.81 ,,
2018-03,ShareThis - UK ,eXelate Intent - Finance and Insurance - Loans, 1.89 ,,
2018-03,ShareThis - UK ,eXelate Intent - Finance and Insurance - Credit Cards, 0.95 ,,
2018-03,ShareThis - UK ,eXelate Intent - Finance and Insurance - Health, 1.86 ,,
2018-03,ShareThis - UK ,eXelate Intent - Finance and Insurance - Loans - Home Equity, 0.71 ,,
2018-03,ShareThis - UK ,eXelate Intent - Finance and Insurance - Banking - CD, 0.59 ,,
2018-03,ShareThis - UK ,eXelate Intent - Finance and Insurance - Banking - Investment, 0.31 ,,
2018-03,ShareThis - UK ,eXelate Intent - Finance and Insurance - Banking - Retirement Accounts, 0.88 ,,
2018-03,ShareThis - UK ,eXelate Intent - Finance and Insurance - Loans - College, 0.30 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Beverages - Bottled Water, 0.94 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Beverages - Juice and non-Carbonated, 1.40 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Beverages - Energy Drinks, 0.72 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Beverages - Coffee - K-Cup, 0.77 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Diet Foods, 1.04 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Bakery Buyers, 0.22 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Beverages - Sports Drinks, 1.18 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Breakfast Bars, 0.91 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Granola Bars, 1.14 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Fresh Produce, 1.37 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Cereal - Childrens Cereals, 0.76 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Health and Beauty - Allergy Relief, 0.32 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Childrens Food, 0.84 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Health and Beauty - Vitamins, 0.35 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Paper and Plastic Products - Food Storage Bags, 1.09 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Health and Beauty - Cough and Cold Relief, 0.53 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Snack Desserts - Salty Snacks, 1.56 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Health Food, 0.61 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Soup Buyers, 0.42 ,,
2018-03,ShareThis - UK ,"eXelate Intent - CPG - Ice Cream, Novelties and Sherbet", 0.24 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Spices and Seasonings, 0.57 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Natural and Organics, 0.22 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Salad Dressings, 0.22 ,,
2018-03,ShareThis - UK ,eXelate Intent - Auto Buyers - Make - Buick - Encore, 0.44 ,,
2018-03,ShareThis - UK ,eXelate Intent - Auto Buyers - Make - Cadillac - ATS, 0.58 ,,
2018-03,ShareThis - UK ,eXelate Intent - Auto Buyers - Make - Chevrolet - Sonic, 0.94 ,,
2018-03,ShareThis - UK ,eXelate Intent - Auto Buyers - Make - Dodge - Dart, 1.04 ,,
2018-03,ShareThis - UK ,eXelate Intent - Auto Buyers - Make - Mazda - CX5, 1.51 ,,
2018-03,ShareThis - UK ,eXelate Intent - Auto Buyers - Make - RAM - 1500, 0.11 ,,
2018-03,ShareThis - UK ,eXelate Intent - Auto Buyers - Make - RAM - 2500, 0.09 ,,
2018-03,ShareThis - UK ,eXelate Intent - Services - Employment Agencies and Services, 1.01 ,,
2018-03,ShareThis - UK ,eXelate Intent - Finance and Insurance - Auto Intenders, 0.84 ,,
2018-03,ShareThis - UK ,eXelate Intent - Finance and Insurance - Banking - Checking and Savings, 0.35 ,,
2018-03,ShareThis - UK ,eXelate Intent - Finance and Insurance - Mortgages - Mortgage Hyper-Intent, 1.40 ,,
2018-03,ShareThis - UK ,"eXelate Intent - Services - Biz , Professional Service - New Business", 0.81 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Dish and Dishwasher Detergent, 0.23 ,,
2018-03,ShareThis - UK ,eXelate Intent - Shopping - Retail - Brands - TJ Maxx, 1.15 ,,
2018-03,ShareThis - UK ,eXelate Intent - Shopping - Retail - Brands - Marshalls, 0.76 ,,
2018-03,ShareThis - UK ,eXelate Intent - Shopping - Retail - Brands - Shoprite, 1.34 ,,
2018-03,ShareThis - UK ,eXelate Intent - Shopping - Retail - Brands - Whole Foods, 0.37 ,,
2018-03,ShareThis - UK ,eXelate Intent - Shopping - Retail - Brands - Trader Joes, 0.28 ,,
2018-03,ShareThis - UK ,eXelate Intent - Auto Buyers - Make - Ford - C-Max, 1.00 ,,
2018-03,ShareThis - UK ,"eXelate Intent - Services - Real Estate, Moving, Storage - House and Apartment Selling", 1.23 ,,
2018-03,ShareThis - UK ,eXelate Intent - Auto Buyers - All - Type - Off Road Vehicles - Boats, 0.91 ,,
2018-03,ShareThis - UK ,eXelate Intent - Tickets - Online Purchase, 2.69 ,,
2018-03,ShareThis - UK ,eXelate Intent - Services - Personal Services and Care - Dating, 1.00 ,,
2018-03,ShareThis - UK ,eXelate Intent - Tickets - Online Purchase - Sports, 2.54 ,,
2018-03,ShareThis - UK ,eXelate Intent - Tickets - Online Purchase - Concerts, 0.42 ,,
2018-03,ShareThis - UK ,eXelate Intent - Shopping - Retail - Brands - LL Bean, 2.16 ,,
2018-03,ShareThis - UK ,eXelate Intent - Shopping - Retail - Brands - Lands End, 0.35 ,,
2018-03,ShareThis - UK ,eXelate Intent - Shopping - Retail - Brands - Victorias Secret, 0.55 ,,
2018-03,ShareThis - UK ,eXelate Intent - Shopping - Retail - Brands - Office Depot, 1.53 ,,
2018-03,ShareThis - UK ,eXelate Intent - Shopping - Retail - Brands - Staples, 0.98 ,,
2018-03,ShareThis - UK ,eXelate Intent - Auto Buyers - Make - Vauxhall, 2.51 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Auto, 0.67 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Baby - Baby Food, 0.81 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Baby - Baby Formula, 0.76 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Baby - Disposable Diapers and Training Pants, 0.35 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Consumer Electronics - Batteries, 0.67 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Bread, 1.18 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Bread - Arnold Brands, 1.02 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Bread - Brownberry Brands, 0.74 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Bread - Kings Hawaiian, 0.93 ,,
